Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Year,Month,Day
280,37,2025-01-12,ATM,Expedia,Electronics,706.61,Credit Card,Approved,Chicago,2025,1,12
281,280,2025-01-12,ATM,Walmart,Groceries,457.9,Debit Card,Approved,Seattle,2025,1,12
282,181,2025-01-12,ATM,Expedia,Entertainment,669.42,Debit Card,Approved,Los Angeles,2025,1,12
283,95,2025-01-12,ATM,BestBuy,Clothing,838.18,Credit Card,Approved,San Francisco,2025,1,12
284,99,2025-01-12,POS,eBay,Electronics,173.88,Credit Card,Declined,Miami,2025,1,12
285,188,2025-01-12,ATM,Walmart,Travel,24.05,Credit Card,Declined,Chicago,2025,1,12
286,116,2025-01-12,POS,BestBuy,Clothing,780.21,Debit Card,Pending,San Francisco,2025,1,12
287,191,2025-01-12,POS,eBay,Health,611.65,Credit Card,Approved,Seattle,2025,1,12
288,253,2025-01-12,POS,Costco,Clothing,701.14,Credit Card,Declined,Houston,2025,1,12
289,161,2025-01-13,POS,Costco,Clothing,838.96,Debit Card,Declined,Seattle,2025,1,13
290,256,2025-01-13,Online,Walmart,Dining,803.8,Debit Card,Declined,Los Angeles,2025,1,13
291,128,2025-01-13,Online,Target,Clothing,961.12,Debit Card,Approved,New York,2025,1,13
292,18,2025-01-13,ATM,Amazon,Health,538.26,Debit Card,Pending,Chicago,2025,1,13
293,281,2025-01-13,Online,Amazon,Health,491.05,Credit Card,Declined,Los Angeles,2025,1,13
294,223,2025-01-13,Online,BestBuy,Groceries,404.88,Debit Card,Approved,New York,2025,1,13
295,54,2025-01-13,ATM,eBay,Clothing,157.92,Debit Card,Declined,Chicago,2025,1,13
296,58,2025-01-13,ATM,Amazon,Dining,574.74,Credit Card,Declined,Los Angeles,2025,1,13
297,174,2025-01-13,ATM,eBay,Clothing,280.63,Credit Card,Pending,Seattle,2025,1,13
298,280,2025-01-13,Online,eBay,Travel,921.7,Credit Card,Declined,Los Angeles,2025,1,13
299,114,2025-01-13,Online,BestBuy,Travel,585.27,Debit Card,Declined,San Francisco,2025,1,13
300,288,2025-01-13,ATM,BestBuy,Dining,594.88,Credit Card,Approved,Seattle,2025,1,13
301,151,2025-01-13,POS,BestBuy,Groceries,358.15,Debit Card,Approved,Chicago,2025,1,13
302,127,2025-01-13,ATM,Amazon,Groceries,56.73,Debit Card,Pending,Los Angeles,2025,1,13
303,155,2025-01-13,POS,Costco,Health,36.59,Debit Card,Approved,Miami,2025,1,13
304,273,2025-01-13,POS,BestBuy,Health,426.22,Credit Card,Approved,Chicago,2025,1,13
305,104,2025-01-13,ATM,Amazon,Electronics,89.14,Debit Card,Pending,Los Angeles,2025,1,13
306,299,2025-01-13,ATM,BestBuy,Dining,608.81,Credit Card,Declined,San Francisco,2025,1,13
307,246,2025-01-13,ATM,Expedia,Clothing,881.57,Credit Card,Pending,New York,2025,1,13
308,176,2025-01-13,Online,eBay,Entertainment,883.5,Credit Card,Approved,New York,2025,1,13
309,39,2025-01-13,POS,BestBuy,Dining,660.75,Debit Card,Pending,Miami,2025,1,13
310,170,2025-01-13,Online,Walmart,Electronics,215.18,Debit Card,Declined,Chicago,2025,1,13
311,247,2025-01-13,Online,eBay,Health,863.68,Debit Card,Pending,San Francisco,2025,1,13
312,26,2025-01-13,ATM,eBay,Dining,886.66,Credit Card,Approved,Los Angeles,2025,1,13
313,13,2025-01-14,Online,BestBuy,Dining,200.67,Debit Card,Approved,Los Angeles,2025,1,14
314,36,2025-01-14,ATM,Costco,Health,738.74,Debit Card,Pending,New York,2025,1,14
315,173,2025-01-14,POS,Target,Electronics,290.09,Debit Card,Declined,San Francisco,2025,1,14
316,20,2025-01-14,ATM,Costco,Health,803.63,Debit Card,Pending,Seattle,2025,1,14
317,264,2025-01-14,Online,BestBuy,Groceries,997.25,Debit Card,Declined,Miami,2025,1,14
318,142,2025-01-14,Online,eBay,Clothing,34.88,Credit Card,Declined,New York,2025,1,14
319,143,2025-01-14,ATM,Walmart,Health,897.88,Credit Card,Pending,New York,2025,1,14
320,92,2025-01-14,ATM,eBay,Electronics,624.52,Credit Card,Declined,Miami,2025,1,14
321,288,2025-01-14,Online,Costco,Travel,973.52,Credit Card,Approved,Chicago,2025,1,14
322,215,2025-01-14,POS,Walmart,Groceries,467.68,Debit Card,Pending,Los Angeles,2025,1,14
323,51,2025-01-14,POS,Amazon,Travel,848.15,Credit Card,Declined,Chicago,2025,1,14
324,153,2025-01-14,ATM,Expedia,Entertainment,67.08,Debit Card,Approved,San Francisco,2025,1,14
325,186,2025-01-14,POS,eBay,Health,338.6,Credit Card,Pending,Seattle,2025,1,14
326,63,2025-01-14,Online,BestBuy,Groceries,71.68,Credit Card,Approved,Houston,2025,1,14
327,190,2025-01-14,ATM,Amazon,Clothing,975.47,Credit Card,Approved,Houston,2025,1,14
328,125,2025-01-14,Online,Expedia,Health,817.89,Debit Card,Approved,Houston,2025,1,14
329,150,2025-01-14,Online,BestBuy,Clothing,853.28,Debit Card,Declined,Miami,2025,1,14
330,58,2025-01-14,POS,Target,Dining,938.28,Credit Card,Pending,New York,2025,1,14
331,180,2025-01-14,ATM,BestBuy,Travel,89.68,Debit Card,Pending,Seattle,2025,1,14
332,170,2025-01-14,ATM,Walmart,Groceries,388.67,Credit Card,Declined,Chicago,2025,1,14
333,271,2025-01-14,POS,Walmart,Clothing,75.68,Credit Card,Pending,Los Angeles,2025,1,14
334,54,2025-01-14,Online,Target,Electronics,214.74,Credit Card,Approved,Houston,2025,1,14
335,101,2025-01-14,Online,Amazon,Clothing,233.22,Debit Card,Pending,Chicago,2025,1,14
336,264,2025-01-14,Online,Expedia,Electronics,471.76,Credit Card,Declined,Houston,2025,1,14
337,53,2025-01-15,Online,BestBuy,Health,272.22,Credit Card,Approved,Seattle,2025,1,15
338,60,2025-01-15,ATM,Walmart,Groceries,105.47,Credit Card,Declined,Houston,2025,1,15
339,108,2025-01-15,ATM,Amazon,Clothing,171.65,Debit Card,Approved,Los Angeles,2025,1,15
340,5,2025-01-15,POS,Target,Entertainment,151.54,Credit Card,Approved,San Francisco,2025,1,15
341,103,2025-01-15,POS,Costco,Clothing,973.21,Debit Card,Pending,San Francisco,2025,1,15
342,196,2025-01-15,ATM,eBay,Entertainment,760.5,Credit Card,Approved,Seattle,2025,1,15
343,262,2025-01-15,ATM,Costco,Groceries,967.92,Debit Card,Declined,San Francisco,2025,1,15
344,47,2025-01-15,Online,Costco,Clothing,442.54,Credit Card,Pending,Miami,2025,1,15
345,144,2025-01-15,Online,Walmart,Electronics,281.98,Credit Card,Declined,New York,2025,1,15
346,269,2025-01-15,POS,Target,Clothing,799.3,Debit Card,Approved,Miami,2025,1,15
347,124,2025-01-15,ATM,BestBuy,Travel,329.62,Debit Card,Declined,Chicago,2025,1,15
348,106,2025-01-15,POS,Costco,Health,302.89,Credit Card,Declined,Miami,2025,1,15
349,158,2025-01-15,ATM,Costco,Dining,236.34,Debit Card,Approved,Chicago,2025,1,15
350,147,2025-01-15,Online,Expedia,Electronics,134.03,Credit Card,Pending,Chicago,2025,1,15
351,145,2025-01-15,POS,Walmart,Travel,260.18,Credit Card,Declined,New York,2025,1,15
352,120,2025-01-15,POS,Walmart,Entertainment,358.54,Credit Card,Approved,Los Angeles,2025,1,15
353,275,2025-01-15,ATM,BestBuy,Health,675.62,Debit Card,Pending,Seattle,2025,1,15
354,92,2025-01-15,Online,eBay,Groceries,67.25,Credit Card,Pending,New York,2025,1,15
355,58,2025-01-15,POS,Amazon,Electronics,214.45,Debit Card,Pending,Seattle,2025,1,15
356,229,2025-01-15,Online,Expedia,Dining,809.98,Credit Card,Declined,San Francisco,2025,1,15
357,117,2025-01-15,POS,Walmart,Health,151.19,Debit Card,Declined,San Francisco,2025,1,15
358,279,2025-01-15,Online,Expedia,Entertainment,345.93,Debit Card,Declined,Miami,2025,1,15
359,127,2025-01-15,ATM,Walmart,Dining,865.34,Credit Card,Pending,Chicago,2025,1,15
360,129,2025-01-15,POS,Expedia,Groceries,159.15,Debit Card,Declined,Houston,2025,1,15
361,58,2025-01-16,POS,Target,Groceries,87.32,Credit Card,Approved,Houston,2025,1,16
362,122,2025-01-16,Online,Costco,Entertainment,487.12,Credit Card,Declined,Seattle,2025,1,16
363,1,2025-01-16,Online,Walmart,Electronics,305.91,Credit Card,Declined,Chicago,2025,1,16
364,239,2025-01-16,POS,Expedia,Entertainment,565.59,Credit Card,Pending,Seattle,2025,1,16
365,290,2025-01-16,ATM,Amazon,Clothing,804.79,Credit Card,Declined,New York,2025,1,16
366,96,2025-01-16,Online,Target,Groceries,141.46,Debit Card,Approved,Los Angeles,2025,1,16
367,126,2025-01-16,Online,Target,Health,582.8,Credit Card,Pending,New York,2025,1,16
368,118,2025-01-16,Online,Amazon,Clothing,507.98,Debit Card,Approved,Chicago,2025,1,16
369,48,2025-01-16,POS,Expedia,Travel,148.36,Debit Card,Pending,Chicago,2025,1,16
370,89,2025-01-16,POS,BestBuy,Dining,625.88,Credit Card,Pending,Los Angeles,2025,1,16
371,237,2025-01-16,POS,Amazon,Clothing,277.27,Debit Card,Declined,Seattle,2025,1,16
372,272,2025-01-16,POS,Expedia,Dining,490.4,Credit Card,Approved,Miami,2025,1,16
373,189,2025-01-16,ATM,Amazon,Entertainment,86.86,Debit Card,Pending,Miami,2025,1,16
374,192,2025-01-16,ATM,Amazon,Clothing,462.29,Debit Card,Declined,Los Angeles,2025,1,16
375,69,2025-01-16,POS,Walmart,Entertainment,309.93,Debit Card,Pending,Miami,2025,1,16
376,278,2025-01-16,ATM,Expedia,Travel,823.27,Credit Card,Pending,Houston,2025,1,16
377,247,2025-01-16,Online,BestBuy,Groceries,61.69,Debit Card,Pending,Miami,2025,1,16
378,76,2025-01-16,Online,Costco,Travel,421.51,Credit Card,Pending,Miami,2025,1,16
379,154,2025-01-16,Online,Walmart,Groceries,461.14,Debit Card,Pending,Miami,2025,1,16
380,144,2025-01-16,POS,Amazon,Entertainment,726.38,Debit Card,Pending,Houston,2025,1,16
381,86,2025-01-16,Online,Costco,Groceries,576.42,Debit Card,Declined,Seattle,2025,1,16
382,185,2025-01-16,ATM,eBay,Dining,668.88,Debit Card,Pending,Miami,2025,1,16
383,285,2025-01-16,POS,Costco,Health,778.16,Credit Card,Approved,San Francisco,2025,1,16
384,220,2025-01-16,ATM,Amazon,Travel,862.89,Credit Card,Declined,Houston,2025,1,16
385,69,2025-01-17,Online,Amazon,Clothing,317.31,Debit Card,Approved,Los Angeles,2025,1,17
386,47,2025-01-17,Online,Expedia,Travel,540.33,Debit Card,Pending,New York,2025,1,17
387,94,2025-01-17,Online,Expedia,Dining,840.91,Credit Card,Approved,Los Angeles,2025,1,17
388,238,2025-01-17,POS,Walmart,Groceries,989.5,Credit Card,Pending,New York,2025,1,17
389,204,2025-01-17,ATM,BestBuy,Dining,890.07,Credit Card,Pending,Los Angeles,2025,1,17
390,218,2025-01-17,POS,Walmart,Electronics,374.61,Credit Card,Declined,San Francisco,2025,1,17
391,39,2025-01-17,POS,Target,Electronics,199.19,Debit Card,Declined,New York,2025,1,17
392,100,2025-01-17,Online,Amazon,Clothing,491.95,Debit Card,Pending,New York,2025,1,17
393,289,2025-01-17,POS,Costco,Dining,742.93,Credit Card,Declined,Chicago,2025,1,17
394,254,2025-01-17,POS,eBay,Entertainment,495.11,Credit Card,Approved,New York,2025,1,17
395,222,2025-01-17,Online,Amazon,Clothing,485.76,Credit Card,Declined,New York,2025,1,17
396,23,2025-01-17,POS,Amazon,Entertainment,839.04,Credit Card,Declined,Chicago,2025,1,17
397,250,2025-01-17,Online,Walmart,Clothing,364.6,Credit Card,Approved,Miami,2025,1,17
398,10,2025-01-17,Online,eBay,Electronics,860.5,Credit Card,Declined,Miami,2025,1,17
399,246,2025-01-17,Online,eBay,Clothing,409.77,Debit Card,Pending,Chicago,2025,1,17
400,100,2025-01-17,Online,eBay,Electronics,331.59,Debit Card,Approved,Houston,2025,1,17
401,290,2025-01-17,POS,Walmart,Groceries,456.72,Debit Card,Pending,New York,2025,1,17
402,180,2025-01-17,Online,Amazon,Entertainment,763.63,Credit Card,Approved,New York,2025,1,17
403,223,2025-01-17,Online,Walmart,Dining,130.37,Credit Card,Pending,Chicago,2025,1,17
404,250,2025-01-17,POS,Expedia,Clothing,200.44,Credit Card,Pending,Chicago,2025,1,17
405,147,2025-01-17,POS,Expedia,Electronics,951.69,Debit Card,Declined,Houston,2025,1,17
406,96,2025-01-17,ATM,Walmart,Travel,179.61,Credit Card,Pending,San Francisco,2025,1,17
407,257,2025-01-17,POS,eBay,Entertainment,569.89,Credit Card,Declined,Miami,2025,1,17
408,4,2025-01-17,POS,Amazon,Clothing,581.42,Debit Card,Approved,Los Angeles,2025,1,17
409,16,2025-01-18,ATM,Walmart,Health,492.18,Credit Card,Pending,San Francisco,2025,1,18
410,280,2025-01-18,POS,Walmart,Groceries,646.52,Debit Card,Pending,Seattle,2025,1,18
411,247,2025-01-18,POS,Walmart,Groceries,233.68,Debit Card,Approved,Miami,2025,1,18
412,258,2025-01-18,POS,Target,Travel,554.9,Credit Card,Approved,New York,2025,1,18
413,160,2025-01-18,POS,Expedia,Electronics,375.31,Debit Card,Pending,Seattle,2025,1,18
414,152,2025-01-18,ATM,Costco,Clothing,663.36,Credit Card,Approved,San Francisco,2025,1,18
415,178,2025-01-18,POS,eBay,Entertainment,145.52,Debit Card,Declined,Chicago,2025,1,18
416,163,2025-01-18,POS,BestBuy,Electronics,573.02,Credit Card,Approved,Houston,2025,1,18
417,33,2025-01-18,ATM,Costco,Groceries,189.34,Debit Card,Approved,Miami,2025,1,18
418,179,2025-01-18,Online,eBay,Electronics,282.25,Credit Card,Pending,Houston,2025,1,18
419,101,2025-01-18,ATM,BestBuy,Groceries,222.62,Debit Card,Declined,Seattle,2025,1,18
420,268,2025-01-18,Online,Target,Electronics,186.92,Debit Card,Approved,Miami,2025,1,18
421,65,2025-01-18,ATM,Walmart,Travel,826.58,Debit Card,Declined,San Francisco,2025,1,18
422,168,2025-01-18,ATM,Target,Dining,289.28,Credit Card,Declined,New York,2025,1,18
423,43,2025-01-18,POS,Target,Travel,927.49,Credit Card,Declined,Los Angeles,2025,1,18
424,44,2025-01-18,Online,Costco,Travel,970.08,Debit Card,Pending,Houston,2025,1,18
425,285,2025-01-18,POS,Amazon,Dining,573.4,Credit Card,Approved,Houston,2025,1,18
426,12,2025-01-18,Online,Costco,Dining,147.29,Debit Card,Pending,Los Angeles,2025,1,18
427,95,2025-01-18,ATM,Expedia,Clothing,377.68,Credit Card,Approved,Houston,2025,1,18
428,253,2025-01-18,ATM,BestBuy,Entertainment,798.74,Debit Card,Approved,Houston,2025,1,18
429,242,2025-01-18,Online,Walmart,Entertainment,370.55,Credit Card,Pending,Miami,2025,1,18
430,35,2025-01-18,POS,Costco,Clothing,91.58,Debit Card,Declined,Miami,2025,1,18
431,215,2025-01-18,POS,BestBuy,Travel,559.0,Debit Card,Declined,Los Angeles,2025,1,18
432,90,2025-01-18,POS,eBay,Travel,845.9,Debit Card,Approved,Seattle,2025,1,18
433,264,2025-01-19,POS,BestBuy,Groceries,796.95,Debit Card,Pending,New York,2025,1,19
434,93,2025-01-19,ATM,eBay,Groceries,179.25,Credit Card,Declined,San Francisco,2025,1,19
435,90,2025-01-19,ATM,Costco,Entertainment,674.4,Debit Card,Declined,San Francisco,2025,1,19
436,115,2025-01-19,ATM,Expedia,Clothing,224.4,Credit Card,Approved,Seattle,2025,1,19
437,105,2025-01-19,ATM,Costco,Health,222.12,Credit Card,Approved,Houston,2025,1,19
438,196,2025-01-19,ATM,eBay,Health,874.7,Debit Card,Pending,New York,2025,1,19
439,114,2025-01-19,POS,BestBuy,Clothing,253.42,Credit Card,Approved,Los Angeles,2025,1,19
440,75,2025-01-19,POS,BestBuy,Groceries,266.93,Credit Card,Declined,Seattle,2025,1,19
441,217,2025-01-19,POS,eBay,Entertainment,5.65,Credit Card,Declined,Los Angeles,2025,1,19
442,277,2025-01-19,POS,Target,Entertainment,871.32,Debit Card,Declined,Miami,2025,1,19
443,249,2025-01-19,ATM,Expedia,Groceries,793.63,Credit Card,Declined,Houston,2025,1,19
444,164,2025-01-19,ATM,Amazon,Health,629.19,Credit Card,Pending,Chicago,2025,1,19
445,192,2025-01-19,ATM,Walmart,Electronics,751.51,Debit Card,Pending,Los Angeles,2025,1,19
446,227,2025-01-19,Online,BestBuy,Electronics,156.29,Debit Card,Approved,Seattle,2025,1,19
447,177,2025-01-19,POS,Walmart,Groceries,461.03,Credit Card,Approved,Houston,2025,1,19
448,99,2025-01-19,POS,Amazon,Electronics,354.46,Debit Card,Approved,New York,2025,1,19
449,36,2025-01-19,ATM,Costco,Dining,98.31,Credit Card,Pending,Seattle,2025,1,19
450,96,2025-01-19,POS,Walmart,Clothing,488.7,Credit Card,Declined,Miami,2025,1,19
451,152,2025-01-19,POS,Amazon,Clothing,921.14,Credit Card,Approved,San Francisco,2025,1,19
452,151,2025-01-19,ATM,eBay,Groceries,44.86,Debit Card,Declined,New York,2025,1,19
453,190,2025-01-19,Online,Target,Travel,295.0,Credit Card,Approved,Los Angeles,2025,1,19
454,224,2025-01-19,Online,BestBuy,Health,211.5,Debit Card,Approved,Los Angeles,2025,1,19
455,37,2025-01-19,Online,Amazon,Groceries,241.96,Debit Card,Approved,New York,2025,1,19
456,268,2025-01-19,ATM,Walmart,Electronics,908.89,Credit Card,Approved,Los Angeles,2025,1,19
457,183,2025-01-20,POS,BestBuy,Health,470.73,Debit Card,Approved,Seattle,2025,1,20
458,13,2025-01-20,ATM,Target,Travel,468.97,Debit Card,Declined,Houston,2025,1,20
459,279,2025-01-20,ATM,eBay,Electronics,761.77,Debit Card,Approved,Los Angeles,2025,1,20
460,217,2025-01-20,POS,Costco,Entertainment,158.72,Debit Card,Declined,Miami,2025,1,20
461,286,2025-01-20,Online,BestBuy,Dining,489.83,Debit Card,Pending,Houston,2025,1,20
462,273,2025-01-20,Online,Costco,Electronics,432.84,Credit Card,Approved,Seattle,2025,1,20
463,62,2025-01-20,ATM,Amazon,Dining,598.93,Debit Card,Declined,Chicago,2025,1,20
464,84,2025-01-20,Online,Target,Health,999.56,Credit Card,Pending,Los Angeles,2025,1,20
465,217,2025-01-20,ATM,Walmart,Dining,770.6,Credit Card,Pending,Los Angeles,2025,1,20
466,187,2025-01-20,ATM,Target,Health,400.88,Credit Card,Pending,Miami,2025,1,20
467,19,2025-01-20,POS,Target,Health,828.42,Credit Card,Declined,Seattle,2025,1,20
468,177,2025-01-20,POS,Expedia,Health,174.85,Credit Card,Approved,Miami,2025,1,20
469,100,2025-01-20,POS,Target,Health,35.31,Credit Card,Approved,San Francisco,2025,1,20
470,233,2025-01-20,ATM,Target,Health,208.43,Debit Card,Declined,Seattle,2025,1,20
471,76,2025-01-20,POS,BestBuy,Electronics,343.71,Debit Card,Approved,New York,2025,1,20
472,265,2025-01-20,Online,Walmart,Health,513.03,Debit Card,Declined,New York,2025,1,20
473,284,2025-01-20,Online,BestBuy,Electronics,617.05,Credit Card,Approved,New York,2025,1,20
474,206,2025-01-20,ATM,BestBuy,Health,911.05,Debit Card,Pending,Miami,2025,1,20
475,223,2025-01-20,ATM,Amazon,Dining,512.3,Debit Card,Approved,New York,2025,1,20
476,52,2025-01-20,POS,BestBuy,Entertainment,503.77,Debit Card,Declined,Seattle,2025,1,20
477,144,2025-01-20,ATM,Expedia,Health,54.99,Credit Card,Declined,New York,2025,1,20
478,69,2025-01-20,ATM,Expedia,Travel,39.74,Debit Card,Pending,Chicago,2025,1,20
479,99,2025-01-20,Online,Costco,Health,553.4,Credit Card,Declined,New York,2025,1,20
480,25,2025-01-20,Online,Amazon,Health,440.99,Debit Card,Approved,Los Angeles,2025,1,20
481,53,2025-01-21,POS,Costco,Dining,839.98,Credit Card,Approved,San Francisco,2025,1,21
482,151,2025-01-21,ATM,Costco,Clothing,164.88,Credit Card,Pending,Miami,2025,1,21
483,144,2025-01-21,ATM,eBay,Dining,29.85,Credit Card,Declined,Houston,2025,1,21
484,57,2025-01-21,Online,Walmart,Travel,451.79,Debit Card,Pending,San Francisco,2025,1,21
485,39,2025-01-21,ATM,Walmart,Clothing,241.29,Debit Card,Approved,Chicago,2025,1,21
486,109,2025-01-21,Online,BestBuy,Groceries,54.37,Credit Card,Pending,Miami,2025,1,21
487,181,2025-01-21,POS,BestBuy,Groceries,725.98,Debit Card,Declined,Seattle,2025,1,21
488,42,2025-01-21,Online,eBay,Travel,116.04,Credit Card,Pending,Miami,2025,1,21
489,186,2025-01-21,ATM,BestBuy,Dining,610.28,Credit Card,Declined,Los Angeles,2025,1,21
490,223,2025-01-21,POS,Walmart,Electronics,284.64,Debit Card,Declined,Seattle,2025,1,21
491,122,2025-01-21,Online,Costco,Travel,177.63,Debit Card,Approved,San Francisco,2025,1,21
492,133,2025-01-21,Online,Target,Entertainment,382.85,Debit Card,Approved,San Francisco,2025,1,21
493,163,2025-01-21,POS,Expedia,Clothing,802.44,Credit Card,Approved,New York,2025,1,21
494,215,2025-01-21,POS,Target,Clothing,395.13,Credit Card,Declined,Seattle,2025,1,21
495,221,2025-01-21,Online,Target,Health,752.02,Debit Card,Pending,Los Angeles,2025,1,21
496,235,2025-01-21,ATM,Walmart,Groceries,129.86,Credit Card,Declined,New York,2025,1,21
497,146,2025-01-21,Online,Target,Clothing,773.91,Debit Card,Approved,New York,2025,1,21
498,239,2025-01-21,POS,eBay,Travel,240.75,Credit Card,Approved,Miami,2025,1,21
499,76,2025-01-21,Online,Amazon,Clothing,679.01,Debit Card,Pending,San Francisco,2025,1,21
500,9,2025-01-21,POS,BestBuy,Travel,567.95,Debit Card,Approved,New York,2025,1,21
501,74,2025-01-21,POS,Amazon,Electronics,929.5,Credit Card,Approved,Chicago,2025,1,21
502,253,2025-01-21,ATM,Costco,Health,390.39,Debit Card,Approved,Chicago,2025,1,21
503,230,2025-01-21,POS,Expedia,Groceries,70.83,Debit Card,Pending,San Francisco,2025,1,21
504,7,2025-01-21,POS,BestBuy,Clothing,24.06,Credit Card,Declined,Chicago,2025,1,21
505,174,2025-01-22,ATM,Target,Travel,827.72,Debit Card,Approved,Miami,2025,1,22
506,141,2025-01-22,POS,Expedia,Dining,527.11,Credit Card,Pending,Los Angeles,2025,1,22
507,168,2025-01-22,ATM,BestBuy,Groceries,776.37,Debit Card,Approved,Houston,2025,1,22
508,170,2025-01-22,ATM,eBay,Electronics,238.25,Credit Card,Pending,New York,2025,1,22
509,283,2025-01-22,POS,eBay,Travel,348.36,Debit Card,Approved,Houston,2025,1,22
510,122,2025-01-22,POS,eBay,Entertainment,34.95,Debit Card,Pending,Los Angeles,2025,1,22
511,194,2025-01-22,Online,eBay,Entertainment,961.68,Debit Card,Approved,Los Angeles,2025,1,22
512,5,2025-01-22,ATM,Target,Health,669.53,Debit Card,Declined,Miami,2025,1,22
513,29,2025-01-22,Online,Amazon,Health,933.54,Credit Card,Approved,Chicago,2025,1,22
514,165,2025-01-22,POS,BestBuy,Electronics,269.17,Credit Card,Pending,Chicago,2025,1,22
515,136,2025-01-22,Online,Target,Electronics,613.41,Credit Card,Approved,Los Angeles,2025,1,22
516,145,2025-01-22,ATM,eBay,Health,680.11,Credit Card,Declined,Miami,2025,1,22
517,217,2025-01-22,Online,Costco,Clothing,320.96,Credit Card,Approved,Miami,2025,1,22
518,132,2025-01-22,ATM,Amazon,Clothing,848.87,Credit Card,Pending,San Francisco,2025,1,22
519,292,2025-01-22,POS,Costco,Travel,947.43,Credit Card,Pending,Seattle,2025,1,22
520,70,2025-01-22,POS,Expedia,Dining,885.43,Debit Card,Declined,New York,2025,1,22
521,252,2025-01-22,ATM,Costco,Travel,740.37,Debit Card,Pending,Seattle,2025,1,22
522,275,2025-01-22,POS,Expedia,Dining,281.08,Debit Card,Approved,Chicago,2025,1,22
523,182,2025-01-22,POS,Expedia,Electronics,285.21,Debit Card,Approved,Los Angeles,2025,1,22
524,167,2025-01-22,POS,eBay,Groceries,963.54,Credit Card,Approved,San Francisco,2025,1,22
525,91,2025-01-22,POS,Expedia,Travel,15.23,Credit Card,Pending,Houston,2025,1,22
526,202,2025-01-22,ATM,Walmart,Travel,717.47,Credit Card,Approved,Chicago,2025,1,22
527,19,2025-01-22,Online,BestBuy,Dining,707.71,Debit Card,Approved,New York,2025,1,22
528,39,2025-01-22,Online,BestBuy,Electronics,624.58,Credit Card,Approved,Miami,2025,1,22
529,126,2025-01-23,POS,eBay,Electronics,990.16,Debit Card,Declined,Los Angeles,2025,1,23
530,173,2025-01-23,Online,Walmart,Entertainment,315.32,Credit Card,Pending,Chicago,2025,1,23
531,141,2025-01-23,Online,Costco,Dining,343.27,Credit Card,Pending,Houston,2025,1,23
532,242,2025-01-23,POS,Target,Electronics,83.54,Credit Card,Pending,New York,2025,1,23
533,220,2025-01-23,POS,Costco,Health,445.58,Credit Card,Declined,New York,2025,1,23
534,126,2025-01-23,Online,Target,Clothing,264.74,Debit Card,Pending,San Francisco,2025,1,23
535,58,2025-01-23,ATM,Expedia,Entertainment,346.67,Debit Card,Declined,Chicago,2025,1,23
536,148,2025-01-23,POS,Amazon,Health,835.4,Credit Card,Declined,Houston,2025,1,23
537,1,2025-01-23,ATM,Target,Groceries,935.81,Debit Card,Pending,New York,2025,1,23
538,190,2025-01-23,Online,Amazon,Travel,189.8,Credit Card,Approved,Los Angeles,2025,1,23
539,191,2025-01-23,POS,BestBuy,Entertainment,375.65,Credit Card,Approved,New York,2025,1,23
540,117,2025-01-23,ATM,Amazon,Groceries,928.99,Credit Card,Pending,Houston,2025,1,23
541,134,2025-01-23,POS,BestBuy,Travel,66.5,Credit Card,Pending,Miami,2025,1,23
542,58,2025-01-23,Online,Walmart,Clothing,96.9,Debit Card,Declined,Miami,2025,1,23
543,44,2025-01-23,ATM,Walmart,Electronics,166.98,Credit Card,Pending,San Francisco,2025,1,23
544,173,2025-01-23,Online,eBay,Health,597.24,Credit Card,Declined,Chicago,2025,1,23
545,160,2025-01-23,Online,eBay,Dining,154.72,Debit Card,Pending,Houston,2025,1,23
546,173,2025-01-23,POS,Expedia,Health,968.24,Credit Card,Approved,San Francisco,2025,1,23
547,149,2025-01-23,ATM,Target,Clothing,449.48,Debit Card,Approved,Seattle,2025,1,23
548,80,2025-01-23,Online,Expedia,Groceries,504.01,Credit Card,Pending,New York,2025,1,23
549,213,2025-01-23,Online,BestBuy,Dining,250.43,Credit Card,Declined,Seattle,2025,1,23
550,203,2025-01-23,ATM,Expedia,Electronics,473.61,Credit Card,Approved,New York,2025,1,23
551,252,2025-01-23,Online,Amazon,Clothing,663.6,Credit Card,Declined,Miami,2025,1,23
552,229,2025-01-23,Online,BestBuy,Dining,752.42,Credit Card,Pending,San Francisco,2025,1,23
553,164,2025-01-24,ATM,eBay,Clothing,755.1,Credit Card,Pending,Miami,2025,1,24
554,227,2025-01-24,ATM,Walmart,Clothing,580.0,Debit Card,Approved,Los Angeles,2025,1,24
555,147,2025-01-24,ATM,eBay,Electronics,904.84,Credit Card,Pending,Seattle,2025,1,24
556,20,2025-01-24,ATM,Target,Entertainment,818.32,Debit Card,Approved,Seattle,2025,1,24
557,47,2025-01-24,POS,BestBuy,Travel,758.26,Debit Card,Declined,Miami,2025,1,24
558,233,2025-01-24,ATM,BestBuy,Dining,60.33,Credit Card,Approved,Los Angeles,2025,1,24
559,14,2025-01-24,POS,Amazon,Electronics,11.84,Debit Card,Approved,New York,2025,1,24
560,143,2025-01-24,POS,Target,Clothing,216.39,Credit Card,Declined,San Francisco,2025,1,24
561,1,2025-01-24,POS,Walmart,Electronics,665.21,Debit Card,Approved,Los Angeles,2025,1,24
